ID,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP
4065,FDO48,15.0,Regular,0.0268952,Baking Goods,220.3456
4066,FDT35,19.85,Regular,0.081916124,Breads,167.6816
4067,DRN11,7.85,Low Fat,0.163233667,Hard Drinks,144.6444
4068,FDY57,20.2,Regular,0.121748174,Snack Foods,96.9752
4069,DRE27,11.85,Low Fat,0.132939639,Dairy,98.0726
4070,FDM24,6.135,Regular,0.079327367,Baking Goods,152.8366
4071,FDX09,9.0,LF,0.065194971,Snack Foods,177.737
4072,FDY45,17.5,Low Fat,0.026248606,Snack Foods,255.1356
4073,FDF41,12.15,Low Fat,0.131921819,Frozen Foods,246.346
4074,FDG05,11.0,Regular,0.0,Frozen Foods,155.263
4075,FDF05,17.5,Low Fat,0.026865809,Frozen Foods,261.691
4076,FDU19,12.857645184135976,Regular,0.046544984,Fruits and Vegetables,172.0422
4077,DRH39,12.857645184135976,Low Fat,0.092241348,Dairy,75.867
4078,FDP57,17.5,Low Fat,0.052740763,Snack Foods,103.799
4079,FDE58,12.857645184135976,Low Fat,0.0,Snack Foods,119.8124
4080,DRD15,10.6,Low Fat,0.056748659,Dairy,233.6642
4081,FDJ52,7.145,Low Fat,0.017822936,Frozen Foods,161.3578
4082,FDS01,12.857645184135976,Low Fat,0.017659068,Canned,175.9686
4083,FDZ47,20.7,Regular,0.07929647,Baking Goods,97.2042
4084,FDG35,12.857645184135976,reg,0.007006883,Starchy Foods,173.5738
4085,FDY45,17.5,Low Fat,0.026195131,Snack Foods,252.6356
4086,FDY04,17.7,Regular,0.042542484,Frozen Foods,161.921
4087,FDY47,8.6,Regular,0.054474158,Breads,131.031
4088,FDE28,9.5,Regular,0.0,Frozen Foods,228.4668
4089,FDJ27,17.7,Regular,0.122372504,Meat,101.5674
4090,FDH58,12.3,low fat,0.037148619,Snack Foods,116.8834
4091,NCV42,6.26,Low Fat,0.052593952,Household,111.0228
4092,NCQ54,17.7,Low Fat,0.012593467,Household,167.6474
4093,FDL44,18.25,Low Fat,0.012325122,Fruits and Vegetables,162.8894
4094,FDY50,5.8,LF,0.131489269,Dairy,89.7172
4095,FDR59,14.5,Regular,0.064224789,Breads,262.7594
4096,FDH35,18.25,Low Fat,0.060589424,Starchy Foods,162.5526
4097,FDX08,12.85,Low Fat,0.022649893,Fruits and Vegetables,179.3318
4098,FDL20,17.1,Low Fat,0.128390273,Fruits and Vegetables,111.9886
4099,FDB27,7.575,Low Fat,0.055476238,Dairy,196.8768
4100,FDA56,9.21,Low Fat,0.008757492,Fruits and Vegetables,120.8414
4101,FDV39,11.3,Low Fat,0.007273831,Meat,196.6426
4102,FDU38,12.857645184135976,LF,0.144534212,Dairy,190.6504
4103,FDT55,13.6,Regular,0.043743689,Fruits and Vegetables,157.7946
4104,FDS24,20.85,Regular,0.062477955,Baking Goods,87.2514
4105,FDS15,9.195,Regular,0.078060601,Meat,106.3596
4106,FDF05,12.857645184135976,Low Fat,0.026740767,Frozen Foods,261.291
4107,DRP47,15.75,Low Fat,0.140821917,Hard Drinks,252.9382
4108,FDA25,16.5,Regular,0.068403271,Canned,101.999
4109,FDA19,12.857645184135976,Low Fat,0.0,Fruits and Vegetables,126.6994
4110,NCM26,20.5,LF,0.02312394,Others,154.634
4111,FDS46,17.6,Regular,0.047449835,Snack Foods,118.1782
4112,DRH15,8.775,Low Fat,0.110359004,Dairy,42.7428
4113,NCR05,10.1,Low Fat,0.054620504,Health and Hygiene,197.5084
4114,NCY17,18.2,Low Fat,0.0,Health and Hygiene,44.1086
4115,FDZ01,8.975,Regular,0.009051307,Canned,103.099
4116,FDP31,12.857645184135976,Regular,0.160722863,Fruits and Vegetables,65.7168
4117,FDE57,9.6,Low Fat,0.03625493,Fruits and Vegetables,141.0154
4118,FDZ44,8.185,Low Fat,0.064824502,Fruits and Vegetables,116.0808
4119,NCP53,14.75,Low Fat,0.033024328,Health and Hygiene,236.6906
4120,NCA06,20.5,Low Fat,0.143574191,Household,37.219
4121,FDP22,14.65,Regular,0.099333217,Snack Foods,51.3666
4122,FDW37,19.2,Low Fat,0.12475207,Canned,90.9488
4123,NCS30,5.945,Low Fat,0.093170838,Household,127.3652
4124,FDB40,17.5,Regular,0.007538459,Dairy,144.2102
4125,FDC51,10.895,Regular,0.009676286,Dairy,122.873
4126,FDC11,20.5,LF,0.141792841,Starchy Foods,89.7172
4127,FDC59,12.857645184135976,Regular,0.05436436,Starchy Foods,63.8168
4128,FDE14,13.65,Regular,0.031573246,Canned,99.47
4129,NCT41,15.7,LF,0.055943697,Health and Hygiene,150.6024
4130,FDP52,18.7,Regular,0.0,Frozen Foods,229.201
4131,DRA24,19.35,Regular,0.066831682,Soft Drinks,163.8868
4132,FDC40,16.0,Regular,0.065165046,Dairy,79.3986
4133,NCA42,6.965,Low Fat,0.0,Household,159.4604
4134,FDT27,11.395,Regular,0.069728296,Meat,233.9616
4135,NCW54,7.5,Low Fat,0.09660879,Household,56.9588
4136,DRB13,6.115,Regular,0.007038478,Soft Drinks,189.253
4137,FDY02,12.857645184135976,Regular,0.153456703,Dairy,264.091
4138,FDS59,14.8,Regular,0.043982464,Breads,110.657
4139,FDR49,8.71,Low Fat,0.139202085,Canned,46.1376
4140,FDY40,15.5,Regular,0.086184647,Frozen Foods,50.9692
4141,FDL48,19.35,Regular,0.082250863,Baking Goods,48.7034
4142,DRI01,12.857645184135976,Low Fat,0.034286109,Soft Drinks,173.1422
4143,FDZ52,19.2,Low Fat,0.100482186,Frozen Foods,111.8886
4144,FDK32,16.25,Regular,0.049051717,Fruits and Vegetables,152.4682
4145,FDK51,19.85,Low Fat,0.005230786,Dairy,265.1884
4146,FDP28,13.65,Regular,0.08062523,Frozen Foods,259.6936
4147,DRZ24,7.535,Low Fat,0.081787519,Soft Drinks,120.844
4148,FDG04,12.857645184135976,Low Fat,0.010615026,Frozen Foods,185.1898
4149,FDF58,12.857645184135976,Low Fat,0.009534758,Snack Foods,64.551
4150,FDI21,5.59,Regular,0.056602818,Snack Foods,63.2168
4151,FDZ43,11.0,Regular,0.057047756,Fruits and Vegetables,240.4512
4152,FDI57,19.85,Low Fat,0.05410964,Seafood,195.0768
4153,FDV03,17.6,Low Fat,0.058209079,Meat,153.6314
4154,FDT12,6.215,Regular,0.083056555,Baking Goods,224.4062
4155,FDF29,15.1,Regular,0.020015391,Frozen Foods,128.831
4156,FDU02,13.35,low fat,0.102426197,Dairy,230.6352
4157,FDD23,9.5,Regular,0.048761223,Starchy Foods,186.5898
4158,FDN04,11.8,Regular,0.0,Frozen Foods,179.2344
4159,FDG29,17.6,Low Fat,0.056281276,Frozen Foods,40.3454
4160,FDK51,19.85,Low Fat,0.008762556,Dairy,266.6884
4161,FDB53,13.35,Low Fat,0.139669224,Frozen Foods,147.6392
4162,DRI23,18.85,Low Fat,0.137972993,Hard Drinks,158.4578
4163,FDP57,17.5,Low Fat,0.0,Snack Foods,102.999
4164,FDY57,20.2,reg,0.121940099,Snack Foods,95.3752
4165,NCT42,5.88,Low Fat,0.024926013,Household,149.9392
4166,FDZ21,12.857645184135976,Regular,0.039031927,Snack Foods,95.641
4167,FDC50,15.85,Low Fat,0.13727,Canned,94.4094
4168,FDT40,5.985,Low Fat,0.095989602,Frozen Foods,127.3678
4169,FDD50,18.85,Low Fat,0.142443405,Canned,170.4132
4170,DRI23,18.85,Low Fat,0.137410256,Hard Drinks,161.7578
4171,FDQ46,7.51,Low Fat,0.104400238,Snack Foods,113.5544
4172,NCW06,16.2,Low Fat,0.0,Household,190.8162
4173,NCX06,17.6,Low Fat,0.015750947,Household,182.5976
4174,NCE19,8.97,Low Fat,0.092937216,Household,54.6956
4175,FDI60,7.22,Regular,0.03828933,Baking Goods,64.751
4176,FDC47,12.857645184135976,Low Fat,0.208162156,Snack Foods,228.1694
4177,FDE02,8.71,Low Fat,0.121936216,Canned,94.4778
4178,FDE11,17.7,Regular,0.135646297,Starchy Foods,186.0924
4179,FDP11,15.85,Low Fat,0.069240685,Breads,217.5166
4180,FDB08,6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578
4181,FDL48,12.857645184135976,Regular,0.08186804,Baking Goods,46.8034
4182,FDH26,19.25,Regular,0.034753686,Canned,141.5496
4183,FDI33,16.5,Low Fat,0.028476451,Snack Foods,91.0146
4184,FDQ26,13.5,Regular,0.067872402,Dairy,57.8562
4185,FDN03,12.857645184135976,Regular,0.026420581,Meat,250.9408
4186,FDO13,7.865,Low Fat,0.061183503,Breakfast,164.5526
4187,NCJ29,10.6,Low Fat,0.035247642,Health and Hygiene,84.7224
4188,FDE52,12.857645184135976,Regular,0.02974207,Dairy,88.9514
4189,FDA52,16.2,Regular,0.128397995,Frozen Foods,178.337
4190,FDF57,14.5,Regular,0.058918844,Fruits and Vegetables,169.7448
4191,NCO26,7.235,Low Fat,0.076791671,Household,116.4492
4192,DRL59,16.75,Low Fat,0.021220113,Hard Drinks,55.1298
4193,FDC60,12.857645184135976,Regular,0.2004264,Baking Goods,88.8514
4194,DRD25,12.857645184135976,Low Fat,0.078589629,Soft Drinks,113.286
4195,FDB26,14.0,Regular,0.031261583,Canned,52.564
4196,FDK51,19.85,Low Fat,0.005235143,Dairy,265.8884
4197,FDE53,10.895,Low Fat,0.027032204,Frozen Foods,106.328
4198,FDV24,5.635,Low Fat,0.172856719,Baking Goods,148.205
4199,FDI34,10.65,Regular,0.085617517,Snack Foods,229.3668
4200,FDL36,15.1,Low Fat,0.127334766,Baking Goods,88.283
4201,NCA54,16.5,Low Fat,0.036641597,Household,178.7318
4202,FDI38,13.35,Regular,0.014656564,Canned,208.5638
4203,FDG31,12.15,Low Fat,0.037864854,Meat,63.0826
4204,FDA21,13.65,Low Fat,0.036016619,Snack Foods,186.3924
4205,FDI09,20.75,Regular,0.12953868,Seafood,240.288
4206,FDI20,19.1,Low Fat,0.038531668,Fruits and Vegetables,210.6586
4207,DRI51,17.25,LF,0.0,Dairy,171.5764
4208,DRZ11,12.857645184135976,Regular,0.112119359,Soft Drinks,123.0388
4209,FDY07,12.857645184135976,Low Fat,0.0,Fruits and Vegetables,45.9402
4210,FDC58,10.195,Low Fat,0.041907414,Snack Foods,43.8428
4211,NCC30,16.6,Low Fat,0.027556247,Household,176.6344
4212,FDY03,17.6,Regular,0.076058484,Meat,111.8202
4213,FDZ44,8.185,Low Fat,0.038729057,Fruits and Vegetables,117.1808
4214,FDP28,13.65,Regular,0.080804019,Frozen Foods,261.1936
4215,DRD15,10.6,Low Fat,0.056884225,Dairy,231.9642
4216,FDL08,10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144
4217,FDP25,15.2,Low Fat,0.021207519,Canned,219.4824
4218,DRK59,8.895,Low Fat,0.0,Hard Drinks,232.9616
4219,DRJ24,11.8,Low Fat,0.113307794,Soft Drinks,187.0924
4220,FDU33,7.63,Regular,0.225476528,Snack Foods,45.1402
4221,FDX47,6.55,Regular,0.034800079,Breads,157.5288
4222,FDR46,16.85,Low Fat,0.139301634,Snack Foods,144.976
4223,FDZ56,12.857645184135976,Low Fat,0.025612348,Fruits and Vegetables,168.2474
4224,NCO26,7.235,Low Fat,0.077290355,Household,116.9492
4225,FDV38,19.25,Low Fat,0.1017546,Dairy,55.1956
4226,FDL13,13.85,Regular,0.094265737,Breakfast,233.93
4227,FDD57,18.1,LF,0.022380952,Fruits and Vegetables,93.6094
4228,FDE46,18.6,Low Fat,0.01575657,Snack Foods,153.1366
4229,FDB28,6.615,Low Fat,0.156307983,Dairy,196.3426
4230,FDC41,15.6,Low Fat,0.195688803,Frozen Foods,77.367
4231,DRI23,18.85,Low Fat,0.13747519,Hard Drinks,158.6578
4232,FDL33,7.235,Low Fat,0.0,Snack Foods,197.2452
4233,FDS03,7.825,Low Fat,0.07962861,Meat,63.4826
4234,NCY18,12.857645184135976,Low Fat,0.03100078,Household,177.0054
4235,FDE50,19.7,Regular,0.016202582,Canned,188.2556
4236,FDT02,12.6,Low Fat,0.024190156,Dairy,34.4874
4237,FDI34,10.65,Regular,0.085308611,Snack Foods,230.2668
4238,FDO15,16.75,Regular,0.008564925,Meat,73.2038
4239,DRI39,13.8,LF,0.097457483,Dairy,55.393
4240,NCO14,9.6,Low Fat,0.029619203,Household,43.6086
4241,NCN19,13.1,Low Fat,0.0,Others,189.253
4242,DRJ25,14.6,Low Fat,0.150872868,Soft Drinks,47.5692
4243,FDE10,6.67,Regular,0.09031453,Snack Foods,130.5626
4244,FDQ08,15.7,Regular,0.018930352,Fruits and Vegetables,59.4536
4245,NCQ43,17.75,LF,0.111209003,Others,107.7912
4246,FDY57,20.2,reg,0.121153331,Snack Foods,97.3752
4247,FDQ34,10.85,Low Fat,0.163160327,Snack Foods,107.4622
4248,NCG19,20.25,Low Fat,0.148163564,Household,232.7616
4249,FDI33,12.857645184135976,Low Fat,0.028281197,Snack Foods,90.2146
4250,FDW27,5.86,Regular,0.150853308,Meat,156.0314
4251,FDH04,6.115,Regular,0.011437302,Frozen Foods,92.4488
4252,FDZ39,19.7,Regular,0.018024769,Meat,104.499
4253,NCK19,9.8,Low Fat,0.090448534,Others,194.5478
4254,FDY20,12.5,Regular,0.08175276,Fruits and Vegetables,89.0488
4255,FDN39,19.35,Regular,0.109667698,Meat,166.0816
4256,NCY41,16.75,Low Fat,0.075735621,Health and Hygiene,34.5532
4257,NCN14,19.1,Low Fat,0.091917786,Others,182.7608
4258,FDR07,21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2094
4259,FDW49,19.5,LF,0.082483516,Canned,179.2002
4260,FDN23,6.575,Regular,0.075507758,Breads,146.4444
4261,FDS33,6.67,Regular,0.124126756,Snack Foods,88.9514
4262,FDY36,12.3,Low Fat,0.009425158,Baking Goods,74.838
4263,FDH20,16.1,Regular,0.024999711,Fruits and Vegetables,97.841
4264,FDR15,12.857645184135976,Regular,0.058545606,Meat,155.8314
4265,NCP50,17.35,Low Fat,0.020676141,Others,80.6618
4266,FDS40,15.35,Low Fat,0.02346559,Frozen Foods,35.219
4267,FDG38,8.975,Regular,0.05272914,Canned,86.4224
4268,NCO18,13.15,Low Fat,0.024630755,Household,178.2686
4269,NCO54,19.5,LF,0.014274292,Household,55.6614
4270,NCW18,15.1,Low Fat,0.059313603,Household,238.1248
4271,FDB36,5.465,Regular,0.048518008,Baking Goods,132.9626
4272,FDJ45,17.75,Low Fat,0.073349552,Seafood,34.2216
4273,FDP60,12.857645184135976,Low Fat,0.055648052,Baking Goods,100.3016
4274,DRD12,6.96,Low Fat,0.077129323,Soft Drinks,92.7146
4275,FDR47,17.85,Low Fat,0.087824967,Breads,196.0794
4276,FDJ10,5.095,Regular,0.130031207,Snack Foods,142.4838
4277,DRC25,5.73,Low Fat,0.045334098,Soft Drinks,87.0882
4278,NCW54,7.5,Low Fat,0.096333029,Household,57.8588
4279,FDA26,7.855,Regular,0.073858923,Dairy,218.6482
4280,DRF01,5.655,LF,0.175047104,Soft Drinks,146.9102
4281,NCZ17,12.15,Low Fat,0.132952286,Health and Hygiene,37.6506
4282,FDK46,9.6,Low Fat,0.086145867,Snack Foods,258.362
4283,NCU41,18.85,Low Fat,0.0520115,Health and Hygiene,190.3846
4284,FDV20,20.2,Regular,0.059790095,Fruits and Vegetables,127.4678
4285,FDT15,12.15,Regular,0.071440118,Meat,182.295
4286,DRI25,19.6,Low Fat,0.03395415,Soft Drinks,56.4614
4287,FDA40,16.0,Regular,0.099271209,Frozen Foods,88.5856
4288,FDZ15,12.857645184135976,Low Fat,0.020769677,Dairy,117.5782
4289,FDM13,6.425,Low Fat,0.06316338,Breakfast,132.2626
4290,NCM05,6.825,Low Fat,0.059846975,Health and Hygiene,262.5226
4291,FDD38,12.857645184135976,reg,0.014342659,Canned,103.7674
4292,DRI01,7.97,Low Fat,0.057667173,Soft Drinks,172.1422
4293,DRG13,17.25,Low Fat,0.037155206,Soft Drinks,166.4526
4294,NCT30,9.1,Low Fat,0.080417724,Household,48.8718
4295,NCG42,19.2,Low Fat,0.041227831,Household,129.831
4296,FDB14,12.857645184135976,Regular,0.102226474,Canned,91.312
4297,FDO27,12.857645184135976,Regular,0.178210285,Meat,95.7752
4298,FDC14,14.5,Regular,0.06904249,Canned,41.4454
4299,FDB49,12.857645184135976,Regular,0.052791124,Baking Goods,98.5384
4300,FDZ23,17.75,Regular,0.067607749,Baking Goods,188.024
4301,FDJ52,7.145,Low Fat,0.017887474,Frozen Foods,160.6578
4302,FDJ56,8.985,Low Fat,0.184440421,Fruits and Vegetables,99.67
4303,NCR54,16.35,low fat,0.091074449,Household,196.811
4304,DRF01,5.655,Low Fat,0.0,Soft Drinks,147.5102
4305,DRK12,9.5,Low Fat,0.041951439,Soft Drinks,32.49
4306,FDL58,5.78,Regular,0.074087369,Snack Foods,264.9568
4307,FDD44,8.05,Regular,0.0,Fruits and Vegetables,257.5646
4308,FDT50,6.75,Regular,0.108679906,Dairy,95.6752
4309,DRM23,16.6,Low Fat,0.136500981,Hard Drinks,173.3422
4310,NCM31,6.095,Low Fat,0.081361288,Others,141.9154
4311,FDY21,15.1,Low Fat,0.0,Snack Foods,197.211
4312,FDR22,19.35,Regular,0.018591464,Snack Foods,112.9544
4313,NCV06,11.3,Low Fat,0.066952965,Household,192.0478
4314,FDR45,10.8,Low Fat,0.029107004,Snack Foods,240.5222
4315,FDH60,19.7,Regular,0.0,Baking Goods,194.411
4316,FDR08,12.857645184135976,Low Fat,0.065872936,Fruits and Vegetables,113.1886
4317,FDA47,10.5,Regular,0.117149075,Baking Goods,164.121
4318,FDS37,7.655,Low Fat,0.031994534,Canned,114.3492
4319,FDF12,8.235,Low Fat,0.08276363,Baking Goods,146.5076
4320,FDP24,20.6,Low Fat,0.083004078,Baking Goods,119.4756
4321,FDU20,19.35,Regular,0.021490911,Fruits and Vegetables,122.1098
4322,FDW44,9.5,Regular,0.058835928,Fruits and Vegetables,170.2448
4323,FDY39,5.305,Regular,0.07871639,Meat,183.5608
4324,DRD37,9.8,Low Fat,0.013869809,Soft Drinks,47.406
4325,FDZ35,9.6,Regular,0.022274264,Breads,101.699
4326,FDB50,13.0,LF,0.153618566,Canned,79.6986
4327,FDY10,17.6,Low Fat,0.049267759,Snack Foods,113.0176
4328,FDK41,14.3,Low Fat,0.12826315,Frozen Foods,83.4224
4329,FDL24,10.3,Regular,0.02494708,Baking Goods,172.3422
4330,FDZ07,15.1,Regular,0.157154813,Fruits and Vegetables,62.2194
4331,DRI03,6.03,Low Fat,0.022832115,Dairy,176.7028
4332,FDW56,7.68,Low Fat,0.070900282,Fruits and Vegetables,192.6162
4333,FDR20,20.0,Regular,0.028180789,Fruits and Vegetables,46.8744
4334,FDC50,15.85,Low Fat,0.136497913,Canned,96.3094
4335,NCX05,15.2,Low Fat,0.162462044,Health and Hygiene,117.6492
4336,FDU23,12.15,Low Fat,0.0,Breads,164.7184
4337,FDN45,19.35,Low Fat,0.118080437,Snack Foods,222.6088
4338,FDQ51,12.857645184135976,Regular,0.017466284,Meat,45.4718
4339,FDH21,12.857645184135976,Low Fat,0.031073804,Seafood,157.5604
4340,DRZ11,8.85,Regular,0.113302223,Soft Drinks,125.1388
4341,NCI43,19.85,Low Fat,0.025968706,Household,49.5376
4342,DRF03,19.1,Low Fat,0.045400017,Dairy,38.8138
4343,NCF30,17.0,Low Fat,0.126958147,Household,125.8362
4344,FDB12,11.15,Regular,0.105307659,Baking Goods,102.0648
4345,FDW19,12.35,Regular,0.038500421,Fruits and Vegetables,110.757
4346,FDB45,20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3306
4347,FDY55,12.857645184135976,Low Fat,0.0,Fruits and Vegetables,255.7988
4348,FDK40,7.035,Low Fat,0.0,Frozen Foods,263.291
4349,FDU11,4.785,Low Fat,0.09297084,Breads,122.0098
4350,FDP33,12.857645184135976,Low Fat,0.088839949,Snack Foods,254.2672
4351,FDN49,17.25,Regular,0.209600084,Breakfast,40.348
4352,FDR15,9.3,Regular,0.033505804,Meat,153.4314
4353,FDO38,17.25,Low Fat,0.072986772,Canned,78.8986
4354,DRC24,17.85,Low Fat,0.024961677,Soft Drinks,153.1998
4355,NCU17,12.857645184135976,Low Fat,0.092433518,Health and Hygiene,101.6674
4356,FDK22,9.8,Low Fat,0.026081567,Snack Foods,217.585
4357,DRP35,18.85,Low Fat,0.09079168,Hard Drinks,127.1336
4358,NCL29,9.695,Low Fat,0.113917889,Health and Hygiene,158.2604
4359,FDG53,10.0,Low Fat,0.045928229,Frozen Foods,138.118
4360,DRM23,16.6,Low Fat,0.135620265,Hard Drinks,172.9422
4361,FDR09,18.25,Low Fat,0.077709902,Snack Foods,259.6962
4362,NCJ30,5.82,Low Fat,0.134975628,Household,170.579
4363,FDZ04,9.31,Low Fat,0.037955094,Frozen Foods,62.151
4364,FDM10,18.25,Low Fat,0.076125668,Snack Foods,214.0218
4365,FDR21,19.7,Low Fat,0.067039526,Snack Foods,178.337
4366,DRJ49,6.865,Low Fat,0.014021626,Soft Drinks,127.1652
4367,FDJ15,11.35,Regular,0.023358738,Dairy,184.4608
4368,FDO34,17.7,Low Fat,0.029933275,Snack Foods,169.0816
4369,NCG30,12.857645184135976,Low Fat,0.111777297,Household,124.6046
4370,FDS60,20.85,Low Fat,0.032448523,Baking Goods,177.866
4371,FDX57,17.25,Regular,0.047266211,Snack Foods,97.0068
4372,FDS40,15.35,Low Fat,0.01404119,Frozen Foods,38.419
4373,FDT08,13.65,LF,0.04917754,Fruits and Vegetables,151.805
4374,NCN29,15.2,Low Fat,0.020280476,Health and Hygiene,49.1034
4375,FDY27,6.38,Low Fat,0.031962866,Dairy,178.0344
4376,NCR29,12.857645184135976,Low Fat,0.054376275,Health and Hygiene,56.293
4377,FDZ02,6.905,Regular,0.063850971,Dairy,97.2726
4378,FDP40,12.857645184135976,Regular,0.060154968,Frozen Foods,110.1544
4379,FDE11,12.857645184135976,Regular,0.134441765,Starchy Foods,183.9924
4380,DRL35,15.7,Low Fat,0.03067808,Hard Drinks,44.777
4381,FDD56,15.2,Regular,0.103758647,Fruits and Vegetables,177.0054
4382,FDO39,12.857645184135976,Regular,0.136701678,Meat,182.1608
4383,FDG32,12.857645184135976,Low Fat,0.308145448,Fruits and Vegetables,222.0772
4384,FDU50,12.857645184135976,Regular,0.074806196,Dairy,112.9176
4385,FDX24,8.355,low fat,0.013926425,Baking Goods,93.0462
4386,NCN43,12.15,Low Fat,0.006754117,Others,122.173
4387,FDK34,13.35,Low Fat,0.0,Snack Foods,238.7564
4388,NCN41,17.0,Low Fat,0.052209303,Health and Hygiene,122.373
4389,FDW16,17.35,Regular,0.041538713,Frozen Foods,93.1804
4390,FDP46,12.857645184135976,Low Fat,0.13064231,Snack Foods,88.383
4391,NCD07,9.1,Low Fat,0.055382616,Household,115.0518
4392,FDG44,6.13,Low Fat,0.0,Fruits and Vegetables,54.1298
4393,FDC20,12.857645184135976,low fat,0.041970938,Fruits and Vegetables,55.4272
4394,FDB23,19.2,reg,0.005583951,Starchy Foods,226.9062
4395,DRK59,8.895,Low Fat,0.075757177,Hard Drinks,233.8616
4396,FDT31,19.75,Low Fat,0.012467648,Fruits and Vegetables,188.1872
4397,FDB15,10.895,Low Fat,0.137368051,Dairy,264.3568
4398,FDI56,12.857645184135976,Low Fat,0.092933158,Fruits and Vegetables,91.0146
4399,NCQ17,10.3,LF,0.117593973,Health and Hygiene,154.463
4400,FDH44,19.1,Regular,0.026018497,Fruits and Vegetables,148.2418
4401,FDP40,4.555,Regular,0.034410585,Frozen Foods,111.3544
4402,NCR17,12.857645184135976,Low Fat,0.02426524,Health and Hygiene,114.0492
4403,NCO53,16.2,Low Fat,0.176175402,Health and Hygiene,184.0608
4404,FDG38,8.975,Regular,0.088257771,Canned,84.1224
4405,FDO01,21.1,Regular,0.020750867,Breakfast,128.7994
4406,NCQ43,17.75,Low Fat,0.111527348,Others,110.2912
4407,FDU47,12.8,Regular,0.114318263,Breads,142.2838
4408,FDZ02,6.905,Regular,0.038363204,Dairy,98.1726
4409,FDS04,10.195,Regular,0.245483691,Frozen Foods,141.8838
4410,FDQ31,5.785,Regular,0.053930934,Fruits and Vegetables,87.3856
4411,FDT57,12.857645184135976,Low Fat,0.018942606,Snack Foods,236.0248
4412,FDK50,7.96,Low Fat,0.028339599,Canned,162.4894
4413,FDB49,8.3,Regular,0.030151351,Baking Goods,98.7384
4414,FDN56,5.46,Regular,0.107274301,Fruits and Vegetables,145.5786
4415,FDU02,13.35,Low Fat,0.102670882,Dairy,228.6352
4416,FDK26,5.46,reg,0.032177405,Canned,185.424
4417,DRA24,12.857645184135976,Regular,0.039734882,Soft Drinks,165.7868
4418,FDF53,20.75,Regular,0.083536989,Frozen Foods,180.3318
4419,NCZ30,6.59,Low Fat,0.026225693,Household,119.0098
4420,FDF14,7.55,Low Fat,0.0273235,Canned,151.934
4421,FDU40,20.85,Low Fat,0.03747983,Frozen Foods,192.7478
4422,NCL18,18.85,Low Fat,0.168531813,Household,192.5136
4423,FDP25,15.2,Low Fat,0.021293909,Canned,218.4824
4424,NCV05,10.1,Low Fat,0.030269774,Health and Hygiene,152.4656
4425,FDV49,10.0,Low Fat,0.025822315,Canned,262.7226
4426,FDJ56,8.985,LF,0.183688161,Fruits and Vegetables,100.27
4427,FDI40,11.5,Regular,0.125579201,Frozen Foods,99.7358
4428,NCK05,12.857645184135976,Low Fat,0.077079177,Health and Hygiene,61.5536
4429,NCI43,19.85,Low Fat,0.026074491,Household,48.6376
4430,NCE42,21.1,Low Fat,0.010593469,Household,234.2958
4431,FDP40,4.555,Regular,0.034357169,Frozen Foods,112.6544
4432,FDU40,20.85,Low Fat,0.037396901,Frozen Foods,193.8478
4433,DRK47,7.905,Low Fat,0.064011067,Hard Drinks,230.2694
4434,FDR32,6.78,Regular,0.085981978,Fruits and Vegetables,228.4694
4435,FDS43,12.857645184135976,Low Fat,0.040318693,Fruits and Vegetables,186.224
4436,FDH50,15.0,Regular,0.161762835,Canned,185.9266
4437,FDZ09,17.6,Low Fat,0.104878967,Snack Foods,164.8868
4438,FDS19,13.8,Regular,0.107469819,Fruits and Vegetables,77.8012
4439,NCU30,5.11,Low Fat,0.034868095,Household,163.821
4440,FDI27,8.71,Regular,0.046079575,Dairy,43.5744
4441,FDQ09,7.235,Low Fat,0.058083831,Snack Foods,113.6834
4442,FDB35,12.3,Regular,0.064618976,Starchy Foods,89.8804
4443,DRD12,6.96,Low Fat,0.077178965,Soft Drinks,93.1146
4444,FDW07,18.0,Regular,0.142910689,Fruits and Vegetables,89.6514
4445,DRE13,6.28,Low Fat,0.027682047,Soft Drinks,85.5198
4446,FDR11,10.5,Regular,0.142511272,Breads,158.7578
4447,DRG36,14.15,low fat,0.09557165,Soft Drinks,171.0106
4448,DRD37,9.8,LF,0.02316823,Soft Drinks,47.506
4449,FDX03,15.85,Regular,0.061045133,Meat,44.7744
4450,FDU46,10.3,Regular,0.011148865,Snack Foods,84.854
4451,FDV03,17.6,Low Fat,0.058091269,Meat,156.2314
4452,FDZ37,12.857645184135976,Regular,0.019672774,Canned,86.4198
4453,FDI24,10.3,Low Fat,0.078678276,Baking Goods,177.037
4454,FDX33,9.195,Regular,0.117667492,Snack Foods,159.5578
4455,FDG47,12.8,Low Fat,0.069902438,Starchy Foods,261.3252
4456,FDZ57,10.0,Regular,0.037757166,Snack Foods,126.7994
4457,FDT04,17.25,Low Fat,0.107021498,Frozen Foods,40.5822
4458,FDO49,12.857645184135976,Regular,0.032892112,Breakfast,49.3008
4459,NCB43,20.2,Low Fat,0.100477461,Household,187.7898
4460,NCL53,7.5,Low Fat,0.036228067,Health and Hygiene,175.2028
4461,FDM01,7.895,Regular,0.094488485,Breakfast,100.7332
